Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
163,8.0,0.0,0.0,888.0,3.0,157.0,16316.0,0.0,133.90699999999998,0.0,0.0,4115.387010335922,,,,,,,,,,,,,,,,,,,,,57.38196500015046,40.38422836882502,125.14820275227822,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,0.0,1103.0,4.0,215.0,16531.0,0.0,145.012,0.0,0.0,4135.1684584617615,,,,,,,,,,,,,,,,,,,,,60.4787399463904,41.37648251622586,132.27348560925904,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,0.0,1364.0,5.0,261.0,16792.0,0.0,176.70699999999997,0.0,0.0,4159.090649843216,,,,,,,,,,,,,,,,,,,,,78.55377764213962,47.73146272836868,156.51734220246442,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,0.0,1472.0,6.0,108.0,16900.0,0.0,60.50800000000001,0.0,0.0,4169.081077337265,,,,,,,,,,,,,,,,,,,,,26.369028634873573,17.950643169409258,57.77563840861249,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,0.0,1532.0,7.0,60.0,16960.0,0.0,34.70799999999999,0.0,0.0,4174.893014431,,,,,,,,,,,,,,,,,,,,,13.031955992510198,10.987104281652122,33.99403671985237,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,0.0,1912.0,8.0,380.0,17340.0,0.0,252.70699999999977,0.0,0.0,4209.905922651291,,,,,,,,,,,,,,,,,,,,,104.61559726414413,61.34758835084032,213.37961889780178,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,0.0,2004.0,9.0,92.0,17432.0,0.0,66.40899999999999,0.0,0.0,4218.640630483627,,,,,,,,,,,,,,,,,,,,,25.583555758883403,21.07631843177399,64.1836159184036,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,0.0,2031.0,10.0,27.0,17459.0,0.0,10.706999999999994,0.0,0.0,4221.554115533829,,,,,,,,,,,,,,,,,,,,,2.9158729391633327,3.6259630184384424,10.649559900884459,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,0.0,2336.0,11.0,305.0,17764.0,0.0,196.40799999999996,0.0,0.0,4249.6519565582275,,,,,,,,,,,,,,,,,,,,,84.78962894214767,54.58233766418992,170.88876982352227,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,0.0,2662.0,12.0,326.0,18090.0,0.0,250.109,0.0,0.0,4279.511656761169,,,,,,,,,,,,,,,,,,,,,110.52175022164383,66.84435447934514,214.5077103407153,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.0,0.0,0.0,3348.0,13.0,686.0,18776.0,0.0,508.9080000000007,0.0,0.0,4342.06457567215,,,,,,,,,,,,,,,,,,,,,190.0746759628117,114.66024046004674,379.2749429003692,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.0,0.0,0.0,3523.0,14.0,175.0,18951.0,0.0,120.00699999999992,0.0,0.0,4358.470150947571,,,,,,,,,,,,,,,,,,,,,46.0557686807738,35.007292264428784,112.17147125189717,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,0.0,3653.0,15.0,130.0,19081.0,0.0,94.90899999999996,0.0,0.0,4370.670480012894,,,,,,,,,,,,,,,,,,,,,37.51130853051756,29.02105364050798,90.21286540898534,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,0.0,3680.0,16.0,27.0,19108.0,0.0,9.806999999999993,0.0,0.0,4373.713354110718,,,,,,,,,,,,,,,,,,,,,2.558430122438256,3.2645232007722695,9.757427484235155,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,0.0,3748.0,17.0,68.0,19176.0,0.0,24.709000000000056,0.0,0.0,4380.396994113922,,,,,,,,,,,,,,,,,,,,,6.001464742833968,7.253467132981331,24.349575198308717,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,0.0,3835.0,18.0,87.0,19263.0,0.0,44.80700000000002,0.0,0.0,4388.712443828583,,,,,,,,,,,,,,,,,,,,,13.234427500002338,14.005932838865292,43.74304715877017,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,0.0,3947.0,19.0,112.0,19375.0,0.0,83.006,0.0,0.0,4399.135493516922,,,,,,,,,,,,,,,,,,,,,37.044072277431724,24.517560613700606,79.01501491975222,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8.0,0.0,0.0,4225.0,20.0,278.0,19653.0,0.0,203.3069999999999,0.0,0.0,4424.682025671005,,,,,,,,,,,,,,,,,,,,,84.17911377408247,54.52475425003777,180.26555721968728,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9.0,0.0,0.0,653.0,1.0,653.0,20306.0,0.0,490.90600000000063,0.0,0.0,5131.65466427803,,,,,,,,,,,,,,,,,,,,,199.88012856548158,102.93045980477166,361.10612719500335,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9.0,0.0,0.0,741.0,2.0,88.0,20394.0,0.0,40.91000000000002,0.0,0.0,5139.710693836212,,,,,,,,,,,,,,,,,,,,,13.446259803256652,11.691674910581844,39.80630193488123,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9.0,0.0,0.0,1408.0,3.0,667.0,21061.0,0.0,460.2060000000002,0.0,0.0,5200.774003744125,,,,,,,,,,,,,,,,,,,,,184.8585722387654,90.15247038944452,337.5801550466819,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9.0,0.0,0.0,1591.0,4.0,183.0,21244.0,0.0,143.606,0.0,0.0,5217.460935115814,,,,,,,,,,,,,,,,,,,,,65.00637803207957,40.78732419314117,131.97364814276685,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9.0,0.0,0.0,1759.0,5.0,168.0,21412.0,0.0,115.70699999999997,0.0,0.0,5233.075909614563,,,,,,,,,,,,,,,,,,,,,47.71242490162603,33.073662033615854,107.9070187470021,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,9.0,0.0,0.0,1975.0,6.0,216.0,21628.0,0.0,121.01899999999992,0.0,0.0,5253.937928438187,,,,,,,,,,,,,,,,,,,,,42.5888572202189,34.69371216206926,112.04378236137319,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,9.0,0.0,0.0,2040.0,7.0,65.0,21693.0,0.0,31.105000000000036,0.0,0.0,5259.965133428574,,,,,,,,,,,,,,,,,,,,,12.01443570671845,8.555101776474071,30.38480089605452,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9.0,0.0,0.0,2073.0,8.0,33.0,21726.0,0.0,18.005000000000013,0.0,0.0,5263.426242351532,,,,,,,,,,,,,,,,,,,,,6.098711217918515,6.057658610306854,17.8394034974,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,9.0,0.0,0.0,2160.0,9.0,87.0,21813.0,0.0,55.907,0.0,0.0,5271.966589689255,,,,,,,,,,,,,,,,,,,,,22.86593085481821,17.22717373919238,54.025661312594664,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,9.0,0.0,0.0,2189.0,10.0,29.0,21842.0,0.0,12.108999999999993,0.0,0.0,5274.880059480667,,,,,,,,,,,,,,,,,,,,,3.268919988764015,4.1490461467938635,12.038265813687406,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,9.0,0.0,0.0,2545.0,11.0,356.0,22198.0,0.0,245.30700000000004,0.0,0.0,5307.32511138916,,,,,,,,,,,,,,,,,,,,,115.59254234407439,63.75649822640955,204.56498032117153,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,9.0,0.0,0.0,2748.0,12.0,203.0,22401.0,0.0,120.60599999999985,0.0,0.0,5326.214412689209,,,,,,,,,,,,,,,,,,,,,47.55415638167623,34.148685301769625,111.17474456891307,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,9.0,0.0,0.0,3008.0,13.0,260.0,22661.0,0.0,195.30599999999995,0.0,0.0,5349.837921857834,,,,,,,,,,,,,,,,,,,,,81.74343729787839,51.62309615176561,174.40133457035788,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,9.0,0.0,0.0,3618.0,14.0,610.0,23271.0,0.0,396.9060000000014,0.0,0.0,5406.62571811676,,,,,,,,,,,,,,,,,,,,,150.4597328766792,92.37952239945864,305.7367306698344,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,9.0,0.0,0.0,3728.0,15.0,110.0,23381.0,0.0,78.70800000000001,0.0,0.0,5416.85698390007,,,,,,,,,,,,,,,,,,,,,32.998737904041896,22.963773973182683,75.22852064332142,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,9.0,0.0,0.0,3758.0,16.0,30.0,23411.0,0.0,11.706999999999994,0.0,0.0,5419.844678640366,,,,,,,,,,,,,,,,,,,,,3.289074018066736,3.847476832574767,11.631579306491679,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,9.0,0.0,0.0,4339.0,17.0,581.0,23992.0,0.0,435.2050000000004,0.0,0.0,5473.88557434082,,,,,,,,,,,,,,,,,,,,,180.80413560957783,98.43323748344554,330.8191046009322,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,9.0,0.0,0.0,4392.0,18.0,53.0,24045.0,0.0,18.007000000000033,0.0,0.0,5478.890741586685,,,,,,,,,,,,,,,,,,,,,4.461924599991298,5.289287104881238,17.806112414917887,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,9.0,0.0,0.0,4618.0,19.0,226.0,24271.0,0.0,160.10899999999998,0.0,0.0,5499.552360534668,,,,,,,,,,,,,,,,,,,,,69.01234207032539,45.58360202736586,144.80166922889515,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,9.0,0.0,0.0,4895.0,20.0,277.0,24548.0,0.0,225.10699999999994,0.0,0.0,5525.588827848434,,,,,,,,,,,,,,,,,,,,,94.50029877763438,62.00418070489508,199.32887566104182,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,10.0,0.0,0.0,670.0,1.0,670.0,25218.0,0.0,433.60600000000125,0.0,0.0,6328.644998550415,,,,,,,,,,,,,,,,,,,,,167.3431291822725,94.0562733283903,322.1300414006372,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,10.0,0.0,0.0,821.0,2.0,151.0,25369.0,0.0,111.80799999999999,0.0,0.0,6342.628684997559,,,,,,,,,,,,,,,,,,,,,46.386037037517724,32.521268379368195,105.01363065501421,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,10.0,0.0,0.0,1191.0,3.0,370.0,25739.0,0.0,254.3119999999997,0.0,0.0,6376.533474445343,,,,,,,,,,,,,,,,,,,,,99.38592302719984,62.21366026854279,217.97494038576735,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,10.0,0.0,0.0,1392.0,4.0,201.0,25940.0,0.0,162.505,0.0,0.0,6395.115827560425,,,,,,,,,,,,,,,,,,,,,73.6054860327521,44.77878276189904,148.00616162450436,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,10.0,0.0,0.0,1516.0,5.0,124.0,26064.0,0.0,76.10800000000002,0.0,0.0,6406.461990356445,,,,,,,,,,,,,,,,,,,,,30.099966798277602,21.209809265264372,72.52057274192471,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,10.0,0.0,0.0,1794.0,6.0,278.0,26342.0,0.0,183.90599999999984,0.0,0.0,6432.508253574371,,,,,,,,,,,,,,,,,,,,,73.2098704555304,49.33066076388196,163.88125464139085,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,10.0,0.0,0.0,1852.0,7.0,58.0,26400.0,0.0,39.105,0.0,0.0,6438.229106664658,,,,,,,,,,,,,,,,,,,,,15.22303950584312,12.538851263613795,38.29862265534913,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,10.0,0.0,0.0,1989.0,8.0,137.0,26537.0,0.0,93.506,0.0,0.0,6450.769263982773,,,,,,,,,,,,,,,,,,,,,42.61873053130758,26.6471655834733,87.84283173785487,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,10.0,0.0,0.0,2051.0,9.0,62.0,26599.0,0.0,50.904999999999994,0.0,0.0,6456.54218173027,,,,,,,,,,,,,,,,,,,,,21.796171239599143,16.370242599095693,49.65289351728592,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,10.0,0.0,0.0,2455.0,10.0,404.0,27003.0,0.0,297.9160000000004,0.0,0.0,6493.76145362854,,,,,,,,,,,,,,,,,,,,,129.099006558894,85.47380172283346,246.25225961718175,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,10.0,0.0,0.0,2593.0,11.0,138.0,27141.0,0.0,73.112,0.0,0.0,6506.419952869415,,,,,,,,,,,,,,,,,,,,,27.102587489814056,20.619807694966827,69.5107950056219,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,10.0,0.0,0.0,3222.0,12.0,629.0,27770.0,0.0,506.3060000000004,0.0,0.0,6564.120759487152,,,,,,,,,,,,,,,,,,,,,201.2719353451868,114.63407833831754,380.46650521179566,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,10.0,0.0,0.0,3353.0,13.0,131.0,27901.0,0.0,111.80599999999998,0.0,0.0,6576.158919334412,,,,,,,,,,,,,,,,,,,,,47.52023156071646,33.85961003969998,105.7923285302782,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,10.0,0.0,0.0,4016.0,14.0,663.0,28564.0,0.0,421.10500000000127,0.0,0.0,6637.601790904999,,,,,,,,,,,,,,,,,,,,,159.09008640190163,89.71970966752266,316.26047740988133,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,10.0,0.0,0.0,4204.0,15.0,188.0,28752.0,0.0,142.707,0.0,0.0,6654.908271789551,,,,,,,,,,,,,,,,,,,,,58.66449976576956,39.68581801042343,131.94182575371693,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,10.0,0.0,0.0,4320.0,16.0,116.0,28868.0,0.0,77.106,0.0,0.0,6665.718018293381,,,,,,,,,,,,,,,,,,,,,32.5526980463116,22.61469082815734,73.47676708402882,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,10.0,0.0,0.0,4353.0,17.0,33.0,28901.0,0.0,11.308999999999992,0.0,0.0,6668.905891418457,,,,,,,,,,,,,,,,,,,,,2.943321021468351,3.6181708869192803,11.234327827618957,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,10.0,0.0,0.0,4828.0,18.0,475.0,29376.0,0.0,368.11000000000047,0.0,0.0,6712.522807598114,,,,,,,,,,,,,,,,,,,,,146.25492002057806,89.30286740810165,299.2370879289955,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,10.0,0.0,0.0,5337.0,19.0,509.0,29885.0,0.0,341.51200000000074,0.0,0.0,6759.037187576294,,,,,,,,,,,,,,,,,,,,,125.58948128766912,85.62523421434324,278.1429618052252,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,10.0,0.0,0.0,5718.0,20.0,381.0,30266.0,0.0,324.105,0.0,0.0,6793.620707511902,,,,,,,,,,,,,,,,,,,,,139.92787364875258,78.13842729674006,271.3348785620708,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
